COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF HOSPITALIZATIONS,AGE-ADJUSTED HOSPITALIZATION RATE,COMMENT
Tehama,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2016,Race/ethnicity,Hispanic,All ages,0,0,
Tulare,2016,Race/ethnicity,Hispanic,All ages,122,3.7,
Tuolumne,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2016,Race/ethnicity,Hispanic,All ages,86,2.4,
Yolo,2016,Race/ethnicity,Hispanic,All ages,29,4,
Yuba,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2016,Race/ethnicity,Asian/PI,All ages,1690,3.4,
Alameda,2016,Race/ethnicity,Asian/PI,All ages,148,3.6,
Alpine,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Amador,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Colusa,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Contra Costa,2016,Race/ethnicity,Asian/PI,All ages,64,3.9,
Del Norte,2016,Race/ethnicity,Asian/PI,All ages,0,0,
El Dorado,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Fresno,2016,Race/ethnicity,Asian/PI,All ages,59,6.6,
Glenn,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Humboldt,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Imperial,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Lake,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Los Angeles,2016,Race/ethnicity,Asian/PI,All ages,467,3.4,
Madera,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Mendocino,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Mono,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2016,Race/ethnicity,Asian/PI,All ages,12,5.2,
Napa,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Orange,2016,Race/ethnicity,Asian/PI,All ages,169,3.1,
Placer,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Riverside,2016,Race/ethnicity,Asian/PI,All ages,33,2.8,
Sacramento,2016,Race/ethnicity,Asian/PI,All ages,107,5.1,
San Benito,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2016,Race/ethnicity,Asian/PI,All ages,36,2.8,
San Diego,2016,Race/ethnicity,Asian/PI,All ages,96,2.8,
San Francisco,2016,Race/ethnicity,Asian/PI,All ages,82,3.9,
San Joaquin,2016,Race/ethnicity,Asian/PI,All ages,41,4.2,
San Luis Obispo,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2016,Race/ethnicity,Asian/PI,All ages,66,3.4,
Santa Barbara,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2016,Race/ethnicity,Asian/PI,All ages,194,3.2,
Santa Cruz,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Siskiyou,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Solano,2016,Race/ethnicity,Asian/PI,All ages,18,2.4,
Sonoma,2016,Race/ethnicity,Asian/PI,All ages,12,7.5,
Stanislaus,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sutter,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Trinity,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Tulare,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2016,Race/ethnicity,AI/AN,All ages,41,3,
Alameda,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Alpine,2016,Race/ethnicity,AI/AN,All ages,0,0,
Amador,2016,Race/ethnicity,AI/AN,All ages,0,0,
Butte,2016,Race/ethnicity,AI/AN,All ages,0,0,
Calaveras,2016,Race/ethnicity,AI/AN,All ages,0,0,
Colusa,2016,Race/ethnicity,AI/AN,All ages,0,0,
Contra Costa,2016,Race/ethnicity,AI/AN,All ages,0,0,
Del Norte,2016,Race/ethnicity,AI/AN,All ages,0,0,
El Dorado,2016,Race/ethnicity,AI/AN,All ages,0,0,
Fresno,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Glenn,2016,Race/ethnicity,AI/AN,All ages,0,0,
Humboldt,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2016,Race/ethnicity,AI/AN,All ages,0,0,
Inyo,2016,Race/ethnicity,AI/AN,All ages,0,0,
Kern,2016,Race/ethnicity,AI/AN,All ages,0,0,
Kings,2016,Race/ethnicity,AI/AN,All ages,0,0,
Lake,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2016,Race/ethnicity,AI/AN,All ages,0,0,
Los Angeles,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Madera,2016,Race/ethnicity,AI/AN,All ages,0,0,
Marin,2016,Race/ethnicity,AI/AN,All ages,0,0,
Mariposa,2016,Race/ethnicity,AI/AN,All ages,0,0,
Mendocino,2016,Race/ethnicity,AI/AN,All ages,0,0,
Merced,2016,Race/ethnicity,AI/AN,All ages,0,0,
Modoc,2016,Race/ethnicity,AI/AN,All ages,0,0,
Mono,2016,Race/ethnicity,AI/AN,All ages,0,0,
Monterey,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2016,Race/ethnicity,AI/AN,All ages,0,0,
Nevada,2016,Race/ethnicity,AI/AN,All ages,0,0,
Orange,2016,Race/ethnicity,AI/AN,All ages,0,0,
Placer,2016,Race/ethnicity,AI/AN,All ages,0,0,
Plumas,2016,Race/ethnicity,AI/AN,All ages,0,0,
Riverside,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sacramento,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Benito,2016,Race/ethnicity,AI/AN,All ages,0,0,
San Bernardino,2016,Race/ethnicity,AI/AN,All ages,0,0,
San Diego,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Francisco,2016,Race/ethnicity,AI/AN,All ages,0,0,
San Joaquin,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Luis Obispo,2016,Race/ethnicity,AI/AN,All ages,0,0,
San Mateo,2016,Race/ethnicity,AI/AN,All ages,0,0,
Santa Barbara,2016,Race/ethnicity,AI/AN,All ages,0,0,
Santa Clara,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Cruz,2016,Race/ethnicity,AI/AN,All ages,0,0,
Shasta,2016,Race/ethnicity,AI/AN,All ages,0,0,
Sierra,2016,Race/ethnicity,AI/AN,All ages,0,0,
Siskiyou,2016,Race/ethnicity,AI/AN,All ages,0,0,
Solano,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sonoma,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Stanislaus,2016,Race/ethnicity,AI/AN,All ages,0,0,
Sutter,2016,Race/ethnicity,AI/AN,All ages,0,0,
Tehama,2016,Race/ethnicity,AI/AN,All ages,0,0,
Trinity,2016,Race/ethnicity,AI/AN,All ages,0,0,
Tulare,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2016,Race/ethnicity,AI/AN,All ages,0,0,
Ventura,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2016,Race/ethnicity,AI/AN,All ages,0,0,
California,2017,Total population,All ages,All ages,18097,4.7,
Alameda,2017,Total population,All ages,All ages,934,6,
Alpine,2017,Total population,All ages,All ages,0,0,
Amador,2017,Total population,All ages,All ages,15,5.1,
Butte,2017,Total population,All ages,All ages,94,4.7,
Calaveras,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017,Total population,All ages,All ages,7,,Rate not available due to statistical instability
Contra Costa,2017,Total population,All ages,All ages,581,5.3,
Del Norte,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017,Total population,All ages,All ages,79,4.9,
Fresno,2017,Total population,All ages,All ages,701,6.7,
Glenn,2017,Total population,All ages,All ages,8,,Rate not available due to statistical instability
Humboldt,2017,Total population,All ages,All ages,36,3,
Imperial,2017,Total population,All ages,All ages,112,5.4,
Inyo,2017,Total population,All ages,All ages,7,,Rate not available due to statistical instability
Kern,2017,Total population,All ages,All ages,402,4.4,
Kings,2017,Total population,All ages,All ages,73,4.5,
Lake,2017,Total population,All ages,All ages,52,9.1,
Lassen,2017,Total population,All ages,All ages,23,6.6,
Los Angeles,2017,Total population,All ages,All ages,5424,5.5,
Madera,2017,Total population,All ages,All ages,85,5.4,
Marin,2017,Total population,All ages,All ages,71,2.9,
Mariposa,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Total population,All ages,All ages,36,4.5,
Merced,2017,Total population,All ages,All ages,130,5,
Modoc,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017,Total population,All ages,All ages,11,,Rate not available due to statistical instability
Monterey,2017,Total population,All ages,All ages,165,3.7,
Napa,2017,Total population,All ages,All ages,41,3.1,
Nevada,2017,Total population,All ages,All ages,38,4.7,
Orange,2017,Total population,All ages,All ages,1050,3.4,
Placer,2017,Total population,All ages,All ages,98,2.9,
Plumas,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017,Total population,All ages,All ages,844,3.6,
Sacramento,2017,Total population,All ages,All ages,1025,7,
San Benito,2017,Total population,All ages,All ages,31,5.4,
San Bernardino,2017,Total population,All ages,All ages,1047,4.9,
San Diego,2017,Total population,All ages,All ages,1345,4.1,
San Francisco,2017,Total population,All ages,All ages,424,5.8,
San Joaquin,2017,Total population,All ages,All ages,410,5.5,
San Luis Obispo,2017,Total population,All ages,All ages,96,4.2,
San Mateo,2017,Total population,All ages,All ages,231,2.9,
Santa Barbara,2017,Total population,All ages,All ages,101,2.3,
Santa Clara,2017,Total population,All ages,All ages,657,3.3,
Santa Cruz,2017,Total population,All ages,All ages,78,3.1,
Shasta,2017,Total population,All ages,All ages,66,4.2,
Sierra,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017,Total population,All ages,All ages,12,3.6,
Solano,2017,Total population,All ages,All ages,157,3.6,
Sonoma,2017,Total population,All ages,All ages,173,3.8,
Stanislaus,2017,Total population,All ages,All ages,242,4.5,
Sutter,2017,Total population,All ages,All ages,28,2.7,
Tehama,2017,Total population,All ages,All ages,24,3.9,
Trinity,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Total population,All ages,All ages,234,4.7,
Tuolumne,2017,Total population,All ages,All ages,17,3.3,
Ventura,2017,Total population,All ages,All ages,279,3.3,
Yolo,2017,Total population,All ages,All ages,94,4.9,
Yuba,2017,Total population,All ages,All ages,35,4.6,
California,2017,Child vs. adult,0–17 years,0–17 years,8468,9.2,
Alameda,2017,Child vs. adult,0–17 years,0–17 years,482,13.6,
Alpine,2017,Child vs. adult,0–17 years,0–17 years,0,0,
Amador,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017,Child vs. adult,0–17 years,0–17 years,37,8.2,
Calaveras,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2017,Child vs. adult,0–17 years,0–17 years,238,9.8,
Del Norte,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017,Child vs. adult,0–17 years,0–17 years,21,6.4,
Fresno,2017,Child vs. adult,0–17 years,0–17 years,458,16,
Glenn,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017,Child vs. adult,0–17 years,0–17 years,14,5.1,
Imperial,2017,Child vs. adult,0–17 years,0–17 years,82,14.7,
Inyo,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2017,Child vs. adult,0–17 years,0–17 years,203,7.9,
Kings,2017,Child vs. adult,0–17 years,0–17 years,27,5.9,
Lake,2017,Child vs. adult,0–17 years,0–17 years,22,15.9,
Lassen,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017,Child vs. adult,0–17 years,0–17 years,2387,10.3,
Madera,2017,Child vs. adult,0–17 years,0–17 years,50,11.8,
